la,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
E07000091,52,8,7,,,2,,,1,15,3,,6,6,3,9,3,19,2,10,5,13,2,1,41,9,11,17,7,18,16,52,72,,12,4,,8,2,,170,27,317,,109,103,231,,73,8,5,26,12,,44,146,,27,53,8,24,324,38,55,4,30,,273,77,284,133,10,32,283,25,,25,32,19,27,53,231,,2,87,115,17,32,,49,6,4,90,14,8,142,1,175,
E07000081,6,2,2,,,1,,1,2,11,2,,3,7,,5,2,6,,2,4,5,1,2,30,7,3,11,6,2,6,19,35,,4,3,1,4,1,,75,12,188,,50,63,153,,74,1,4,10,12,,15,92,,12,13,,18,224,17,25,6,18,,75,43,132,44,1,23,101,4,,7,17,9,14,20,142,,4,67,122,14,34,,23,3,3,43,19,10,87,1,52,
E07000085,41,9,2,,,6,,1,1,15,5,,7,7,,10,1,13,,4,3,15,2,1,23,22,9,11,4,6,15,38,43,,8,3,7,3,2,,119,18,169,,74,88,174,,33,2,6,11,5,,23,81,,36,50,2,34,340,37,54,10,25,,184,85,372,86,11,34,249,6,,15,44,16,14,66,195,,3,65,128,13,16,,29,8,2,45,13,7,117,,107,
N09000001,23,1,,,,1,,1,1,11,1,,3,5,,5,8,4,,6,1,11,2,4,22,7,3,8,4,4,7,16,40,,13,2,,4,4,,70,7,101,,60,57,101,,51,1,5,11,7,,8,63,,4,12,1,10,77,11,17,,4,,104,18,53,35,5,2,47,6,,13,7,4,9,16,64,,,32,38,6,13,,9,3,,26,13,1,46,,16,
E07000137,163,7,10,,,1,,2,3,13,6,,6,2,1,6,7,10,,2,1,6,,3,23,5,8,18,2,,5,22,33,,8,1,,15,6,,117,27,212,,86,77,222,,62,,,10,1,,63,105,,8,12,1,9,61,15,30,3,5,,119,31,78,61,7,9,108,6,,10,14,4,7,34,107,,5,45,69,11,16,,22,11,2,63,12,4,78,,39,
S12000045,5,2,1,,,6,,,9,9,2,,7,3,2,,1,3,,1,,4,,,11,4,2,2,2,4,3,14,30,,3,1,,6,1,,58,18,174,,23,27,99,,22,2,1,5,6,,6,64,,7,28,4,11,165,15,20,4,18,,145,55,162,89,7,13,139,5,,8,10,13,8,10,105,,,22,72,6,11,,21,1,,34,10,8,75,,7,
E07000204,62,3,,,,2,,,,4,6,,6,3,2,11,3,10,,5,2,4,1,2,24,8,3,19,1,4,10,30,34,,6,3,2,5,7,,99,11,171,,62,74,124,,51,1,6,17,,,12,77,,17,20,2,13,121,12,24,6,6,,108,46,124,39,8,8,105,4,,13,21,7,10,37,101,,2,60,123,11,19,,22,2,3,40,12,3,87,2,44,
E07000052,66,8,6,,,3,,,1,10,12,,11,6,,7,2,15,,4,1,3,3,5,22,10,3,5,2,2,11,29,19,,3,2,1,3,,,87,11,149,,41,51,169,,11,2,2,1,3,,39,69,,29,26,4,6,105,20,15,1,5,,132,54,115,55,4,15,126,9,,11,12,17,5,21,114,,6,60,60,12,14,,37,7,,43,15,7,60,3,101,
E07000121,19,5,2,,,,,,4,18,4,,6,2,1,6,,10,,3,,7,2,1,20,5,4,9,3,5,3,20,31,,11,1,2,10,1,,87,24,231,,81,58,184,,81,1,3,5,9,,52,109,,19,13,5,20,152,18,23,4,6,,134,57,140,60,17,25,119,5,,16,15,6,9,37,116,,4,69,109,18,26,,25,3,3,46,17,7,95,1,90,
E07000229,2,,1,,,,,,1,8,,,1,5,,1,,4,,,,7,1,,9,10,5,5,1,1,6,22,9,,2,,,4,,,51,8,166,,33,45,122,,13,1,7,10,4,,20,91,,14,28,3,7,176,12,27,6,14,,122,32,89,40,5,13,107,4,,8,19,6,7,25,108,,3,60,143,15,18,,33,2,2,34,14,8,89,1,85,
S12000028,26,7,3,,,5,,1,4,8,2,,5,4,,3,1,2,,3,1,2,1,1,14,1,3,4,,4,2,16,41,,12,1,,3,,,36,21,114,,35,46,119,,32,,6,13,2,,37,85,,10,17,,9,72,10,19,3,16,,104,31,101,52,9,11,100,4,,14,10,14,3,12,104,,,18,44,7,9,,25,3,1,42,10,,64,,5,
E07000108,23,2,1,,,,,,,4,3,,3,3,1,3,,11,,4,2,6,1,,14,2,3,5,,3,2,13,16,,4,,,4,1,,81,47,153,,40,35,105,,54,7,2,16,4,,24,56,,15,26,2,13,102,9,22,2,10,,92,31,86,32,14,11,111,10,,10,15,12,9,17,100,,1,49,70,14,22,,29,7,,46,8,5,56,2,80,
W06000021,39,9,3,,,1,,2,1,14,5,,5,5,2,8,1,6,,2,,8,,,15,7,4,7,2,1,3,23,28,,7,3,2,12,1,,85,26,146,,48,62,130,,45,3,4,6,2,,40,85,,14,26,1,24,169,15,28,3,18,,124,45,217,61,6,9,142,8,,19,14,11,9,23,113,,2,49,56,11,16,,38,5,2,57,19,5,67,,43,
E07000064,24,4,4,,,,,,2,10,6,,4,4,1,12,,7,,1,1,4,4,2,19,6,1,3,2,1,5,25,12,,5,2,,1,4,,75,10,132,,29,41,115,,20,2,2,18,,,29,66,,25,32,1,8,109,13,20,2,10,,141,42,120,37,7,14,81,2,,5,14,9,9,21,106,,,37,64,9,17,,21,7,2,41,15,3,61,2,140,
E07000070,48,7,7,,,,,2,1,12,5,,4,9,,5,3,16,,4,,12,4,1,26,11,5,4,5,4,7,42,43,,18,1,2,2,2,,128,35,331,,91,97,212,,78,5,6,19,14,,16,114,,24,40,4,28,433,38,60,15,35,,188,89,301,95,14,33,236,3,,24,43,19,23,66,256,,9,116,236,12,47,,26,1,1,74,28,3,159,3,68,
E07000066,9,1,2,,,1,,,1,9,,,4,12,1,6,7,11,,1,3,8,5,3,28,7,13,8,6,2,19,35,42,,9,,1,14,5,,146,42,397,,69,118,184,,115,7,3,39,19,,12,99,,23,23,4,23,321,34,64,10,29,,103,71,228,99,1,23,160,3,,11,58,11,22,41,258,,10,80,374,19,43,,34,1,2,51,15,3,174,1,38,
S12000010,50,3,10,,,3,1,,5,11,9,,,3,1,4,1,7,,3,2,2,,1,9,1,1,4,4,5,9,12,21,,10,1,1,4,,,79,15,134,,28,34,96,,35,2,3,2,4,,22,69,,12,18,1,6,196,21,29,5,16,,74,16,129,48,13,19,118,3,,11,11,13,3,28,95,,,40,38,6,12,,30,2,2,46,13,2,69,,3,
E07000238,91,11,2,,,1,,,1,14,1,,8,3,3,6,1,12,,8,1,11,2,2,51,10,6,22,9,2,8,50,38,,7,5,3,8,5,,139,33,208,,103,126,211,,87,4,5,16,4,,26,111,,23,24,4,22,235,38,50,5,17,,182,67,280,72,10,19,191,7,,17,34,12,20,39,266,,6,72,92,9,21,,30,7,,62,18,8,109,1,79,
E07000120,8,2,1,,,,,,,7,1,,9,4,1,3,4,11,,2,,10,4,5,35,2,4,8,4,,12,31,24,,3,1,,8,1,,33,14,115,,56,58,114,,50,,1,22,7,,4,52,,4,4,2,5,44,8,25,2,10,,61,28,37,23,,8,61,3,,9,10,8,7,15,75,,1,40,62,11,9,,10,3,1,27,8,3,70,1,6,
E07000208,7,1,,,,,,,4,9,1,,1,4,1,3,2,4,,,1,3,1,,4,1,3,1,,1,1,4,12,,6,2,,7,,,94,14,188,,30,53,113,,28,1,1,8,7,,11,64,,27,40,2,12,281,30,25,7,21,,129,54,220,58,7,27,138,5,,6,34,11,11,42,146,,2,55,144,11,14,,36,1,,39,10,6,89,2,88,
E07000109,9,2,,,,3,,2,1,4,5,,3,2,,3,,14,2,,,3,1,3,13,5,3,5,2,1,2,17,27,,11,,1,8,2,,116,50,258,,55,50,133,,182,4,4,21,16,,15,96,,12,19,1,13,155,16,39,4,13,,103,55,98,38,1,15,87,1,,15,20,12,17,26,167,,1,43,180,15,31,,23,1,2,41,12,10,127,2,35,
E07000106,19,7,6,,,,,,,9,5,,3,5,2,5,1,12,,3,3,2,5,2,10,6,6,9,5,4,7,22,21,,7,2,3,5,3,,121,28,192,,57,67,178,,51,5,7,18,2,,32,118,,33,41,5,15,201,37,29,4,22,,168,40,162,57,9,24,161,3,,11,21,19,18,40,192,,5,89,112,12,27,,48,6,1,48,10,8,99,2,103,
W06000010,103,18,12,,1,4,,3,6,37,9,,6,,1,12,3,6,,3,2,6,6,3,37,10,3,16,18,14,12,41,48,,15,3,,21,6,,187,37,228,,74,90,209,,82,3,3,11,4,,38,125,,26,38,2,11,122,18,40,5,25,,148,65,110,76,19,7,148,11,,23,19,10,11,27,131,,2,60,90,26,31,,39,6,1,80,30,5,113,1,29,
E06000032,3,1,3,,,3,1,1,,14,2,,3,18,2,3,3,15,,3,1,7,3,2,22,9,7,10,6,2,8,29,48,,9,2,,9,,,203,62,288,,153,157,300,,303,3,16,53,29,,17,171,,21,47,4,38,435,48,49,6,20,,185,125,226,67,10,30,167,3,,24,61,42,58,42,323,,2,163,567,52,101,,34,,1,38,37,21,294,1,50,
S12000014,12,5,1,,,5,,1,31,7,1,,3,3,,12,,9,2,1,,5,,3,25,4,1,9,2,3,9,27,49,,2,1,1,10,4,,56,38,159,,49,43,134,,71,2,,11,10,,19,105,,14,12,,14,156,23,26,4,19,,78,29,152,104,7,6,132,6,,20,17,5,5,27,123,,2,20,59,3,17,,14,4,1,36,10,6,115,1,1,
N09000003,15,1,3,,,3,,3,3,30,8,1,5,12,1,1,5,24,,7,6,10,6,4,28,8,9,7,2,7,8,28,61,,34,2,1,11,4,,182,35,175,,78,213,355,,39,12,12,24,13,,55,308,,49,131,13,28,389,40,105,19,52,,416,109,201,103,21,44,210,4,,13,54,16,27,40,238,,11,156,243,25,88,,121,4,13,142,86,13,210,,121,
E07000095,5,2,2,,,,,,2,10,1,,2,6,,8,4,14,,2,1,2,3,,15,4,12,3,2,1,5,20,18,,7,2,2,10,1,,104,26,237,,61,110,127,,117,2,2,13,8,,10,91,,15,29,3,17,152,13,41,5,9,,122,40,100,33,4,16,84,,,12,23,9,14,34,168,,5,49,116,7,25,,22,,,35,11,11,118,,58,
E07000116,42,5,2,,,4,,1,6,14,5,,2,15,,4,5,16,,2,1,6,2,1,9,9,5,9,1,2,7,30,26,,1,,,8,2,,115,15,170,,50,104,201,,33,1,4,15,6,,31,94,,57,55,9,18,275,44,56,13,42,,232,105,303,63,5,70,206,6,,12,48,15,8,53,246,,2,84,142,11,19,,46,,3,54,19,3,112,3,200,
N09000009,151,4,8,,,1,,11,2,27,1,,3,4,,17,1,3,,2,2,9,7,4,60,8,7,55,9,2,32,48,38,,40,5,2,14,1,,242,51,280,,81,121,201,,91,1,,9,2,,13,68,,6,13,1,6,64,10,20,1,4,,159,43,52,45,3,2,50,4,,17,10,3,6,17,70,,1,33,37,13,19,,14,1,8,38,19,1,62,,10,
E07000151,30,2,3,,,1,,1,,7,8,,,9,2,4,3,5,,7,,11,1,1,26,12,10,21,11,4,5,33,25,,9,3,3,10,,,69,16,137,,64,95,132,,139,3,3,25,8,,9,55,,8,14,,14,182,21,40,3,10,,111,47,271,78,9,16,159,1,,10,20,8,18,37,129,,5,55,48,8,21,,20,,2,61,11,6,77,,26,
S12000042,4,2,,,,13,1,,20,4,2,,5,1,,3,2,5,,4,,3,1,,18,4,1,4,,,5,21,41,,9,,1,,,,52,17,176,,50,55,144,,36,,1,8,13,,20,168,,13,15,,9,114,9,18,5,12,,152,22,70,58,17,9,99,4,,10,17,12,8,16,110,,4,35,63,7,22,,28,1,2,37,16,3,113,,2,
E07000241,8,2,3,,,1,,,,7,1,3,7,5,3,3,3,10,1,8,3,7,1,,13,11,6,7,1,5,7,28,28,,6,3,3,4,3,,112,15,222,,57,97,169,,103,1,4,24,13,,18,79,,35,33,2,35,359,28,36,4,19,,152,68,255,59,13,30,201,9,,14,37,23,19,56,208,,7,71,221,7,23,,28,3,,54,23,8,136,1,74,
W06000014,24,3,2,,,1,,2,2,10,3,,1,5,,3,3,13,,6,1,3,5,,19,7,3,5,2,3,11,23,64,,6,3,2,7,2,,123,41,172,,75,47,184,,34,9,8,13,4,,33,110,,22,61,4,15,177,20,50,7,37,,189,48,189,78,8,16,158,5,,18,23,10,11,48,157,,,69,104,8,21,,36,,5,54,13,3,94,2,57,
E07000243,,2,1,,,,,1,1,5,,,,4,,2,1,6,,1,4,8,1,,6,10,7,5,1,,2,15,20,,3,1,,13,3,,72,16,177,,33,40,108,,60,,3,12,18,,5,39,,9,20,3,17,176,26,14,4,6,,54,37,99,33,15,19,74,2,,9,29,6,5,23,119,,3,37,287,9,24,,19,1,1,25,10,4,89,1,19,
E07000053,3,3,5,,,,,1,,2,2,,,1,,,,1,,,,2,,1,8,4,3,1,1,,,3,11,,3,,1,1,,,25,3,58,,15,16,63,,8,6,4,4,,,26,57,,7,4,2,2,46,14,7,1,9,,46,15,35,21,4,3,45,1,,1,1,6,3,12,53,,2,26,20,4,3,,14,6,,31,4,3,29,1,76,
E07000135,1,,,,,,,1,,4,2,,9,10,2,4,1,9,,1,,5,1,4,22,3,4,9,,,4,16,22,,6,2,,,,,25,6,80,,38,55,78,,49,,1,5,8,,3,40,,6,4,1,6,102,5,16,1,15,,77,34,53,19,5,4,53,,,8,4,2,1,15,74,,1,41,144,10,14,,11,2,,12,5,4,44,,10,
E07000009,81,3,3,,,,1,,,11,6,,5,2,1,2,4,6,1,5,4,4,5,1,18,10,5,10,3,3,4,22,35,,3,,3,8,4,,99,18,175,,55,59,105,,58,3,2,7,3,,11,64,,23,16,6,15,144,15,30,2,8,,93,44,122,49,19,17,121,6,,9,12,7,10,40,90,,2,48,65,7,13,,22,2,,46,11,4,81,,23,
E07000118,25,3,2,,,,,2,1,8,4,1,3,,1,8,1,7,,5,1,9,3,4,24,5,5,11,4,1,11,17,30,,7,1,1,7,1,,92,38,225,,71,92,171,,82,1,3,15,15,,6,91,,17,15,2,9,180,17,39,2,21,,94,43,159,74,7,20,136,6,,18,29,7,13,30,142,,5,69,98,5,15,,16,4,2,42,9,4,114,,22,
E07000235,58,8,1,,,,,2,1,10,10,,7,1,1,9,1,11,,4,1,16,2,1,17,18,9,12,7,5,3,26,31,,5,,3,2,3,,104,16,97,,51,69,125,,16,6,2,7,4,,26,62,,30,26,4,11,164,16,34,5,13,,151,47,183,43,13,12,147,7,,5,13,14,5,24,136,,2,53,50,6,20,,39,2,2,43,16,4,75,4,100,
W06000006,26,7,1,,,,,3,1,11,4,,2,5,3,9,4,9,,7,3,14,3,3,23,7,9,17,3,3,8,32,43,,5,4,,7,6,,88,19,157,,55,63,121,,79,,3,12,2,,19,75,,13,19,1,7,102,17,25,4,22,,82,39,114,55,5,12,106,7,,19,23,9,10,21,110,,,38,73,12,19,,19,3,4,57,11,3,100,1,22,
E07000224,22,4,3,,,1,,1,2,9,4,1,1,10,1,3,2,9,,6,1,11,3,1,26,11,10,13,8,5,8,47,31,,5,2,,8,5,,93,18,211,,59,72,194,,39,4,3,12,2,,33,98,,17,29,1,14,190,28,24,7,12,,150,52,156,53,3,17,155,7,,6,21,6,14,41,140,,2,68,94,17,22,,44,3,,51,26,13,87,1,124,
E07000132,29,5,,,,,,,2,5,,,8,11,2,9,2,16,1,3,2,6,3,5,37,7,7,17,9,5,9,46,48,,5,1,,10,1,,81,19,186,,74,93,158,,141,2,2,10,12,,13,73,,9,9,4,13,181,11,34,5,14,,108,55,154,61,3,11,96,2,,15,24,5,9,23,130,,4,65,82,9,16,,19,4,3,46,8,9,113,1,17,
E07000188,33,6,1,,,1,,1,1,9,15,,5,5,1,10,,7,1,3,,11,6,1,19,4,5,6,1,5,10,30,33,,4,2,,3,6,,93,16,138,,61,63,126,,75,2,1,8,1,,32,67,,12,25,1,11,117,14,24,3,10,,119,48,119,47,5,5,125,13,,11,18,10,6,29,111,,2,55,45,11,16,,21,1,2,47,8,3,63,1,62,
E07000061,,,2,,,,1,,1,4,1,,2,6,,1,2,11,,,1,1,,2,6,,2,4,1,,,9,4,,2,,,,1,,55,7,109,,31,39,95,,18,1,3,3,4,,26,71,,15,20,2,5,79,11,16,9,3,,119,38,68,25,4,10,64,2,,3,13,7,10,24,92,,3,53,117,15,21,,20,1,1,25,20,2,77,,148,
E07000239,20,3,1,,,,,1,,6,2,,9,4,1,10,1,15,,6,,7,4,1,24,7,7,10,4,4,7,34,39,,1,2,2,9,5,,75,15,163,,73,65,141,,63,,1,11,6,,17,61,,10,13,3,3,97,12,32,5,17,,89,50,104,41,6,5,105,6,,15,10,6,5,18,111,,,38,53,6,21,,16,4,,33,8,11,65,,33,
E07000051,17,4,3,,,,,2,1,8,4,,1,1,,2,,6,,,,1,1,,11,8,6,3,1,1,2,12,16,,2,1,,1,,,41,7,84,,18,21,64,,9,3,,7,1,,25,27,,10,6,,4,72,9,15,,5,,50,19,45,29,3,4,50,2,,4,3,6,3,9,46,,1,27,21,,8,,13,6,,14,8,3,25,1,52,
E07000083,21,5,1,,,1,,2,,13,6,,2,7,,3,3,7,,3,1,6,6,1,31,13,12,21,4,11,5,35,28,,5,1,1,7,3,,95,13,170,,63,70,129,,52,,9,15,11,,22,50,,15,18,2,15,267,17,37,5,21,,120,49,227,67,3,24,117,10,,13,16,8,8,31,129,,5,72,69,11,14,,15,3,,38,11,2,64,1,58,
S12000040,17,7,4,,,1,,2,11,15,6,,5,3,1,5,2,8,,3,,3,2,2,24,12,7,5,,1,5,38,54,,14,2,1,5,2,,84,24,224,,73,85,155,,112,3,1,13,28,,20,109,,13,14,3,23,366,27,48,4,29,,101,56,240,88,11,9,175,7,,17,23,10,8,53,181,,,37,61,6,21,,16,2,,59,20,4,143,3,3,
E07000152,39,3,1,,,,,2,1,8,2,,2,5,10,2,,9,,,,5,1,,10,8,10,13,6,3,7,24,21,,2,1,1,6,1,,77,27,145,,53,67,132,,116,1,2,15,10,,9,61,,18,15,3,9,135,18,22,5,12,,75,33,140,42,6,13,103,6,,6,19,3,5,24,224,,3,41,79,5,28,,16,1,2,33,8,5,90,,16,
S12000021,12,5,3,,,10,,1,9,11,3,,2,3,,4,,6,1,1,1,4,2,5,18,1,4,3,3,3,6,17,50,,6,2,1,8,,,52,53,141,,24,32,117,,29,4,2,11,3,,30,81,,12,11,1,2,72,10,17,1,8,,68,13,75,88,1,8,92,3,,13,13,4,3,18,123,,1,22,23,5,9,,17,4,1,41,10,3,58,,1,
E07000105,43,5,2,,,2,,1,2,13,8,,2,9,2,17,3,13,,6,1,6,5,2,16,4,2,14,5,2,8,34,38,,12,2,2,5,3,,119,72,240,,59,108,183,,53,5,5,8,4,,24,97,,25,33,7,16,201,27,46,8,29,,144,85,195,52,6,36,167,9,,12,37,11,11,52,218,,2,72,185,15,22,,28,5,1,45,22,8,126,,57,
W06000018,7,4,1,,4,1,,4,3,14,2,,12,2,,5,5,15,,5,3,21,8,8,38,3,10,15,3,,15,40,58,,7,6,4,18,4,,95,42,258,,92,69,142,,74,1,3,19,11,,14,114,,5,25,4,10,118,12,42,3,33,,92,47,118,41,6,11,109,2,,17,19,4,16,34,117,,2,39,61,13,16,,20,1,1,46,9,5,103,2,13,
E07000089,16,4,2,,,4,1,,3,7,,1,5,6,,3,2,16,,1,,5,1,,11,20,6,12,3,3,4,24,26,,16,4,2,3,2,,88,14,170,,59,72,141,,27,2,11,13,4,,19,70,,26,42,3,25,524,33,34,2,21,,130,79,345,71,15,25,203,8,,10,36,8,11,61,207,,1,48,78,5,15,,17,1,2,42,14,7,125,2,76,
E06000006,8,1,2,,,1,,,1,8,,1,4,9,,1,3,14,1,14,4,17,3,1,26,6,7,15,,4,4,33,48,,7,2,1,9,4,,52,27,200,,53,62,116,,214,1,2,34,15,,11,62,,10,11,2,24,127,19,26,2,14,,76,24,124,83,22,6,115,1,,8,23,4,10,29,129,,1,41,61,4,15,,16,2,4,27,11,5,65,,9,
E07000196,40,7,1,,,1,1,2,,11,5,,3,2,1,12,4,11,,8,,9,4,5,27,6,5,21,3,5,7,20,48,,8,4,1,7,5,,119,22,308,,67,76,139,,88,5,1,7,7,,20,78,,11,10,2,18,116,16,37,8,21,,136,82,138,70,2,15,133,7,,7,21,5,6,39,134,,7,56,97,8,19,,17,2,4,58,6,7,92,,30,
E07000048,1,2,,,,,,,,2,1,,1,5,,2,1,10,,,,2,1,,11,6,4,3,1,2,4,19,18,,3,1,,,,,57,4,90,,23,32,87,,13,2,3,8,5,,10,33,,8,8,,12,98,9,15,5,8,,61,18,63,19,2,8,49,3,,4,13,6,4,17,56,,,26,18,6,7,,12,,1,26,8,2,34,1,63,
S12000030,36,18,9,,,3,1,1,15,12,8,,5,3,,3,,5,,2,2,3,,2,7,3,4,6,1,,2,14,22,,12,2,,4,1,,73,17,153,,33,52,144,,27,,2,9,4,,46,92,,18,20,2,7,187,26,32,7,14,,100,36,195,81,10,8,131,2,,4,17,13,4,31,132,,5,49,42,3,15,,23,2,1,54,33,2,86,2,6,
E07000180,45,5,1,,,1,,4,6,10,4,,3,5,1,3,4,9,,9,7,3,8,,14,25,7,12,4,4,9,30,27,,7,3,1,3,5,,117,23,176,,64,86,155,,47,2,2,19,9,,20,75,,39,39,3,12,336,35,33,2,8,,167,78,337,100,54,23,263,7,,7,33,10,12,62,147,,,99,119,8,18,,43,2,2,57,23,6,92,2,91,
E07000133,29,3,3,,,,,,,9,5,,2,4,1,2,2,2,,2,,2,4,1,12,4,2,3,1,,5,18,16,,1,,1,2,,,40,8,66,,28,46,50,,35,,,8,3,,11,29,,10,5,2,2,60,8,11,,6,,47,19,95,21,3,7,57,5,,8,10,6,5,18,72,,1,36,39,1,9,,14,,,21,3,2,37,,10,
E06000017,23,,2,,,,,,,10,,,,1,1,5,1,5,1,,1,7,3,2,6,3,1,10,1,1,3,12,8,,5,,1,1,,,36,5,59,,18,30,77,,10,1,,6,1,,14,38,,13,8,1,6,66,21,10,1,6,,62,24,133,19,,9,70,4,,7,4,9,2,16,56,,,39,25,1,7,,16,,1,22,2,3,35,,22,
S12000026,129,31,9,,,2,,2,2,13,8,,19,11,2,10,3,8,,5,1,3,5,2,10,8,3,1,2,,9,23,19,,15,2,2,6,1,,94,15,185,,54,43,130,,35,3,5,7,2,,34,87,,19,14,4,6,116,14,32,1,14,,82,35,152,54,6,11,112,12,,14,9,9,3,28,91,,3,42,53,3,16,,39,6,1,46,22,3,52,,4,
E07000088,2,,1,,,1,,,,3,,,6,2,,2,1,7,,2,,1,1,,8,3,5,7,1,10,,11,38,,4,1,,,5,,34,10,97,,29,20,72,,32,6,1,9,7,,13,58,,9,12,1,18,73,12,12,1,6,,38,21,53,36,2,8,74,1,,9,7,3,6,11,61,,2,29,32,6,4,,9,,,18,11,2,56,,32,
W06000020,2,2,,,,,,,,8,1,,2,4,,8,7,8,,2,,10,3,1,32,3,10,16,4,7,3,27,24,,8,,,3,2,,47,13,147,,50,41,71,,34,,2,6,3,,4,42,,6,11,,9,83,7,19,1,8,,42,13,49,25,4,6,69,4,,8,9,1,4,19,60,,,31,34,3,11,,8,1,,21,5,1,48,,3,
E07000144,57,2,1,,,4,,,9,6,5,,4,4,1,10,1,18,,2,4,5,3,3,19,7,5,7,1,7,9,29,50,,6,4,,5,3,,123,18,252,,61,88,153,,32,5,4,11,6,,21,62,,12,20,1,13,169,17,31,9,20,,110,64,148,74,3,19,139,11,,15,16,13,8,30,125,,2,61,89,16,19,,19,4,1,48,11,5,94,,29,
E07000199,5,1,,,,,,,,3,1,,1,2,,3,1,12,3,3,,8,3,1,24,6,3,16,6,,1,20,34,,5,9,1,5,1,,32,15,164,,43,46,92,,143,2,1,15,8,,8,46,,4,6,1,11,102,5,18,5,8,,43,36,68,35,2,8,60,1,,5,17,3,6,16,86,,4,28,38,4,9,,14,,2,27,5,5,63,,7,
S12000019,20,7,1,,,3,,,3,8,1,1,3,2,,7,1,3,,2,2,4,,1,12,2,2,7,1,1,5,17,19,,8,3,1,5,3,,43,16,155,,34,26,52,,61,2,,5,1,,14,61,,9,16,2,6,130,14,18,4,7,,64,23,91,40,12,5,95,3,,10,9,6,5,17,77,,3,17,22,2,11,,17,4,2,27,10,1,62,1,,
E07000142,110,5,2,,,2,,,7,4,3,,3,,,8,1,1,,5,3,8,1,,16,7,1,25,5,3,7,21,30,,10,3,2,9,3,,75,35,193,,70,61,106,,81,3,5,7,4,,12,65,,7,14,2,10,76,12,23,,14,,111,32,114,64,5,7,93,7,,12,12,2,9,29,89,,6,48,78,5,9,,16,3,1,35,8,5,73,,25,
E07000164,117,9,,,,1,,,2,21,3,,4,4,2,8,,11,,7,2,8,6,,21,3,3,12,6,2,12,30,28,,4,1,2,17,2,,104,29,140,,67,63,134,,39,3,4,10,,,17,77,,17,17,,8,81,10,37,2,16,,116,45,160,91,6,16,147,6,,8,11,9,7,28,102,,2,58,74,5,15,,20,3,,53,12,4,89,,36,
E07000140,94,5,1,,,,,1,,2,1,,,,,4,,4,,2,,2,3,1,12,6,3,5,2,1,3,12,36,,5,,3,2,2,,54,13,95,,48,70,87,,358,1,1,15,5,,6,34,,7,7,5,,76,9,18,4,1,,56,25,74,27,2,7,40,3,,6,31,4,3,18,79,,1,27,39,4,6,,9,5,2,27,1,3,50,,19,
S12000008,30,6,3,,,,,1,5,8,4,,3,3,,4,1,5,,1,,2,3,1,17,4,2,1,4,11,1,14,43,,11,,,4,2,,58,53,126,,43,41,118,,43,,1,13,5,,8,85,,4,7,1,4,68,8,18,2,6,,61,22,59,49,2,3,72,6,,9,7,5,5,22,82,,,14,27,,9,,18,2,3,26,9,3,69,1,4,
E07000163,22,5,2,,,1,,,1,9,9,,4,2,1,7,4,6,,2,3,5,1,1,16,5,4,7,2,1,8,27,13,,4,5,,6,,,70,12,103,,33,47,117,,22,1,1,6,,,37,68,,15,13,1,5,86,9,24,,11,,110,23,108,42,7,8,92,7,,17,9,11,5,17,72,,3,28,58,,12,,17,4,1,28,4,3,45,,38,
E06000001,2,,3,,,7,,,8,1,1,,,2,,2,2,3,,3,1,3,1,2,28,2,4,4,3,3,3,15,41,,11,1,,10,3,,43,36,159,,16,27,81,,32,1,1,5,1,,13,69,,4,6,2,9,31,11,11,5,13,,52,18,53,139,2,5,80,1,,5,14,4,7,15,92,,2,32,35,6,9,,14,1,1,25,3,1,103,1,4,
E07000169,51,5,2,,,1,,,,10,7,,3,4,,5,2,6,,4,2,5,2,,11,4,3,11,7,3,5,17,32,,9,4,,9,1,,97,24,168,,66,67,112,,80,1,2,9,8,,3,67,,4,17,4,8,129,11,19,4,17,,99,38,171,58,2,11,102,6,,12,10,6,18,30,98,,1,49,48,3,10,,15,2,,39,8,9,64,,23,
S12000018,3,,5,,,4,,,5,6,1,,1,,,1,2,6,1,1,,2,2,1,10,1,2,1,1,1,4,4,20,,9,2,,2,1,,28,15,93,,18,25,80,,16,6,1,8,1,,6,53,,10,10,2,6,54,6,7,1,3,,47,16,53,69,,1,69,1,,1,8,4,,13,76,,1,23,25,5,10,,7,,1,9,5,4,51,,3,
E06000003,9,,1,,,11,,2,8,9,1,,3,1,,3,,9,1,5,1,3,2,4,29,7,1,13,2,3,8,18,46,,6,2,,6,,,43,33,208,,56,29,98,,50,1,1,14,2,,15,62,,8,5,3,9,61,19,13,2,12,,61,12,80,211,5,8,133,2,,9,13,1,7,14,127,,2,61,53,14,24,,17,4,,33,10,3,88,1,24,
E07000026,71,5,7,,,4,,2,3,10,3,,3,4,1,4,2,1,,2,,1,2,6,23,2,2,1,,2,5,8,24,,5,,1,3,2,,90,22,191,,45,35,120,,40,6,1,5,1,,63,92,,4,3,,2,46,4,13,,7,,81,19,88,116,5,,104,3,,8,10,11,1,17,157,,2,50,54,5,11,,15,4,,54,10,2,65,,32,
